name,faction,start_date,end_date
Демьохін Володимир Анатолійович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-11-18,2006-05-25
Деркач Андрій Леонідович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Деркач Андрій Леонідович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Деркач Андрій Леонідович,Фракція Соціалістичної партії України (фракція СПУ),2005-12-15,2006-05-25
Деркач Леонід Васильович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Деркач Леонід Васильович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Джемілєв Мустафа,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Джемілєв Мустафа,Фракція Народного Руху України,2005-09-07,2006-05-25
Джоджик Ярослав Іванович,"Фракція ""Наша Україна""",2002-05-15,2005-03-16
Джоджик Ярослав Іванович,Фракція Української Народної Партії,2005-03-16,2006-05-25
Дзонь Валентин Михайлович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-06-29,2004-12-23
Дзонь Валентин Михайлович,"Фракція ""Трудова Україна"" та Народно-демократичної партії",2004-12-23,2005-02-01
Дзонь Валентин Михайлович,"Фракція Народно-демократичної партії та групи ""Республіка""",2005-02-01,2005-04-06
Дзонь Валентин Михайлович,"Фракція Народно-демократичної партії та політичної партії ""Трудова Україна""",2005-09-09,2005-10-18
Димінський Петро Петрович,"Фракція ""Наша Україна""",2002-05-15,2002-11-26
Димінський Петро Петрович,"Фракція ""Регіони України""",2003-05-22,2004-05-14
Діденко Юрій Володимирович,"Фракція ""Наша Україна""",2005-07-06,2005-09-07
Діденко Юрій Володимирович,Фракція Народного Руху України,2005-09-07,2006-05-25
Добкін Михайло Маркович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Добкін Михайло Маркович,"Група ""Демократичні ініціативи""",2002-06-20,2004-03-18
Добкін Михайло Маркович,"Група ""Центр""",2004-04-22,2004-06-01
Добкін Михайло Маркович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2004-06-02,2005-11-04
Добкін Михайло Маркович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-11-15,2006-05-25
Довгий Станіслав Олексійович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Довгий Станіслав Олексійович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Довгий Станіслав Олексійович,Група Промисловців і підприємців - Воля народу,2005-01-21,2005-02-03
Довгий Станіслав Олексійович,"Група ""Воля народу""",2005-02-03,2005-03-25
Довгий Станіслав Олексійович,"Фракція ""Партії промисловців і підприємців України""",2005-03-25,2006-05-25
Довгий Тарас Олексійович,"Фракція ""Наша Україна""",2002-05-15,2002-05-29
Довгий Тарас Олексійович,"Фракція ""Єдина Україна""",2002-05-30,2002-06-20
Довгий Тарас Олексійович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Довгий Тарас Олексійович,Група Промисловців і підприємців - Воля народу,2005-01-21,2005-02-03
Довгий Тарас Олексійович,"Група ""Воля народу""",2005-02-03,2005-03-25
Довгий Тарас Олексійович,"Фракція ""Партії промисловців і підприємців України""",2005-03-25,2005-06-03
Довгий Тарас Олексійович,"Фракція ""Наша Україна""",2005-06-03,2005-09-07
Довгий Тарас Олексійович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Доманський Анатолій Іванович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Дорогунцов Сергій Іванович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Драч Іван Федорович,"Фракція ""Наша Україна""",2002-05-15,2005-03-16
Драч Іван Федорович,Фракція Української Народної Партії,2005-03-16,2006-05-25
Драчевський Віктор Васильович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-09-11,2004-04-21
Драчевський Віктор Васильович,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-14
Драчевський Віктор Васильович,"Група ""Демократична Україна""",2005-01-20,2005-09-08
Драчевський Віктор Васильович,"Фракція політичної партії ""Вперед, Україно!""",2005-09-08,2005-11-04
Драчевський Віктор Васильович,Група Народного блоку Литвина,2005-11-04,2006-05-25
Дубицький В'ячеслав Володимирович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2004-12-01
Дубицький В'ячеслав Володимирович,"Фракція партії ""Єдина Україна""",2004-12-08,2006-02-14
Євдокимов Валерій Олександрович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2005-05-17
Євдокимов Валерій Олександрович,Фракція Народної Партії,2005-06-15,2006-05-25
Єдін Олександр Йосипович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Єдін Олександр Йосипович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Єдін Олександр Йосипович,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-03
Єдін Олександр Йосипович,"Фракція партії ""Єдина Україна""",2004-12-03,2006-02-14
Єдін Олександр Йосипович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2006-02-14,2006-05-25
Єремеєв Ігор Миронович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Єремеєв Ігор Миронович,"Фракція ""Аграрники України"" (Аграрники)",2002-06-20,2002-10-22
Єремеєв Ігор Миронович,Фракція  Аграрної партії України,2002-10-22,2004-06-15
Єремеєв Ігор Миронович,Фракція Народної аграрної партії України,2004-06-15,2005-03-01
Єремеєв Ігор Миронович,Фракція Народної Партії,2005-03-01,2006-05-25
Єхануров Юрій Іванович,"Фракція ""Наша Україна""",2002-05-15,2005-06-23
Єщенко Володимир Миколайович,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-01-18
Жванія Давид Важаєвич,"Фракція ""Наша Україна""",2002-05-15,2005-04-07
Жебрівський Павло Іванович,"Фракція ""Наша Україна""",2002-05-15,2005-07-07
Жеваго Костянтин Валентинович,"Група ""Європейський вибір""",2002-07-12,2003-11-20
Жеваго Костянтин Валентинович,"Фракція ""Регіони України""",2003-11-20,2004-12-04
Жеваго Костянтин Валентинович,"Фракція політичної партії ""Реформи і порядок""",2005-09-08,2006-05-25
Жижко Сергій Андрійович,"Фракція ""Наша Україна""",2005-03-18,2005-09-07
Жижко Сергій Андрійович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Жовтяк Євген Дмитрович,"Фракція ""Наша Україна""",2002-05-15,2005-07-07
Жулинський Микола Григорович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Жулинський Микола Григорович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-01-18
Жулинський Микола Григорович,"Фракція ""Партії промисловців і підприємців України""",2006-01-18,2006-05-25
Загрева Борис Юхимович,"Фракція ""Наша Україна""",2002-05-15,2005-03-16
Загрева Борис Юхимович,Фракція Української Народної Партії,2005-03-16,2006-05-25
Задорожній Олександр Вікторович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Задорожній Олександр Вікторович,"Група ""Народовладдя""",2002-06-20,2004-05-14
Задорожній Олександр Вікторович,"Група  ""Демократичні ініціативи Народовладдя""",2004-05-14,2004-09-22
Задорожній Олександр Вікторович,"Фракція партії ""Єдина Україна""",2004-09-22,2005-12-16
Задорожній Олександр Вікторович,Група Народного блоку Литвина,2006-01-12,2006-05-25
Заєць Володимир Володимирович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-07-02,2006-05-25
Заєць Іван Олександрович,"Фракція ""Наша Україна""",2002-05-15,2005-03-16
Заєць Іван Олександрович,Фракція Української Народної Партії,2005-03-16,2006-05-25
Заічко Віктор Олександрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Заічко Віктор Олександрович,Фракція Народно-демократичної партії (НДП),2002-06-20,2004-05-14
Заічко Віктор Олександрович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-23
Заічко Віктор Олександрович,"Фракція ""Трудова Україна"" та Народно-демократичної партії",2004-12-23,2005-02-01
Заічко Віктор Олександрович,"Фракція Народно-демократичної партії та групи ""Республіка""",2005-02-01,2005-04-06
Заічко Віктор Олександрович,"Фракція Народно-демократичної партії та політичної партії ""Трудова Україна""",2005-09-09,2005-10-18
Заічко Віктор Олександрович,Фракція Народної Партії,2005-11-17,2006-05-25
Заклунна-Мироненко Валерія Гавриїлівна,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Заплатинський Володимир Михайлович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2004-12-01
Заплатинський Володимир Михайлович,"Фракція ""Партії промисловців і підприємців України""",2005-11-16,2006-05-25
Зарубінський Олег Олександрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Зарубінський Олег Олександрович,Фракція Народно-демократичної партії (НДП),2002-06-20,2004-05-14
Зарубінський Олег Олександрович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-15
Зарубінський Олег Олександрович,Фракція Народної аграрної партії України,2004-12-23,2005-03-01
Зарубінський Олег Олександрович,Фракція Народної Партії,2005-03-01,2006-05-25
Засуха Тетяна Володимирівна,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Засуха Тетяна Володимирівна,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Засуха Тетяна Володимирівна,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-23
Засуха Тетяна Володимирівна,"Група  ""Союз""",2005-04-05,2005-05-31
Засуха Тетяна Володимирівна,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-11-17,2006-05-25
Зварич Роман Михайлович,"Фракція ""Наша Україна""",2002-05-15,2005-03-03
Звягільський Юхим Леонідович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Звягільський Юхим Леонідович,"Фракція ""Регіони України""",2002-06-20,2005-09-08
Звягільський Юхим Леонідович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Зімін Олег Петрович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Зімін Олег Петрович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Зінченко Олександр Олексійович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2002-05-28
Злочевський Микола Владиславович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2002-05-15,2004-05-20
Зубанов Володимир Олександрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Зубанов Володимир Олександрович,"Фракція ""Регіони України""",2002-06-20,2005-09-08
Зубанов Володимир Олександрович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Зубець Михайло Васильович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Зубець Михайло Васильович,"Фракція ""Аграрники України"" (Аграрники)",2002-06-20,2002-07-04
Зубець Михайло Васильович,"Група ""Демократичні ініціативи""",2002-07-04,2003-09-18
Зубець Михайло Васильович,"Група ""Народовладдя""",2003-10-23,2004-05-14
Зубець Михайло Васильович,"Група  ""Демократичні ініціативи Народовладдя""",2004-05-14,2004-05-21
Зубець Михайло Васильович,"Група  ""Союз""",2004-05-21,2005-05-31
Зубець Михайло Васильович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-05-31,2005-12-16
Зубець Михайло Васильович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-05-25
Зубов Валентин Сергійович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2002-05-15,2005-12-16
Зубов Валентин Сергійович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-05-25
Іванов Сергій Анатолійович,"Фракція ""Єдина Україна""",2002-05-15,2002-09-11
Іванов Сергій Анатолійович,"Група ""Народовладдя""",2002-09-11,2004-05-14
Іванов Сергій Анатолійович,"Група ""Центр""",2004-05-14,2005-03-18
Іванов Сергій Анатолійович,"Фракція ""Наша Україна""",2005-03-25,2005-07-07
Іванчо Іван Васильович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Іванчо Іван Васильович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Івченко Олексій Григорович,"Фракція ""Наша Україна""",2002-05-15,2005-07-07
Ігнатенко Павло Миколайович,"Фракція ""Наша Україна""",2002-05-15,2005-03-03
Іоффе Юлій Якович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Іоффе Юлій Якович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Іоффе Юлій Якович,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-29
Іоффе Юлій Якович,"Фракція ""Трудова Україна"" та Народно-демократичної партії",2004-12-23,2005-02-01
Іоффе Юлій Якович,"Фракція Народно-демократичної партії та групи ""Республіка""",2005-02-01,2005-02-03
Іоффе Юлій Якович,"Група ""Воля народу""",2005-02-03,2005-03-25
Іоффе Юлій Якович,"Фракція ""Партії промисловців і підприємців України""",2005-03-25,2005-11-15
Іоффе Юлій Якович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2005-12-13,2006-05-25
Ісаєв Леонід Олексійович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Ісаєв Леонід Олексійович,"Група ""Європейський вибір""",2002-06-20,2003-11-20
Ісаєв Леонід Олексійович,"Фракція ""Регіони України""",2003-11-20,2005-09-08
Ісаєв Леонід Олексійович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Каденюк Леонід Костянтинович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Каденюк Леонід Костянтинович,Фракція Народно-демократичної партії (НДП),2002-06-20,2004-05-14
Каденюк Леонід Костянтинович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-23
Каденюк Леонід Костянтинович,"Фракція ""Трудова Україна"" та Народно-демократичної партії",2004-12-23,2005-02-01
Каденюк Леонід Костянтинович,"Фракція Народно-демократичної партії та групи ""Республіка""",2005-02-01,2005-04-06
Каденюк Леонід Костянтинович,"Фракція Народно-демократичної партії та політичної партії ""Трудова Україна""",2005-09-09,2005-10-18
Каденюк Леонід Костянтинович,Фракція Народної Партії,2005-11-17,2006-05-25
Калетнік Григорій Миколайович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Калетнік Григорій Миколайович,"Група ""Європейський вибір""",2002-06-20,2003-10-17
Калетнік Григорій Миколайович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2004-02-03,2005-12-02
Калетнік Григорій Миколайович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-12-02,2006-05-25
Калінчук Василь Антонович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Калінчук Василь Антонович,"Фракція ""Аграрники України"" (Аграрники)",2002-06-20,2002-10-22
Калінчук Василь Антонович,Фракція  Аграрної партії України,2002-10-22,2004-06-15
Калінчук Василь Антонович,Фракція Народної аграрної партії України,2004-06-15,2005-03-01
Калінчук Василь Антонович,Фракція Народної Партії,2005-03-01,2006-05-25
Кальніченко Ігор Вікторович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Кальніченко Ігор Вікторович,"Група ""Європейський вибір""",2002-06-20,2003-11-20
Кальніченко Ігор Вікторович,"Фракція ""Регіони України""",2003-11-20,2005-09-08
Кальніченко Ігор Вікторович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Капустін Віктор Володимирович,"Фракція ""Наша Україна""",2002-05-15,2005-06-16
Каратуманов Олег Юрійович,"Фракція ""Єдина Україна""",2002-05-15,2002-07-05
Каратуманов Олег Юрійович,"Група ""Народний вибір""",2002-07-05,2002-09-24
Каратуманов Олег Юрійович,"Група ""Демократичні ініціативи""",2002-09-24,2004-03-18
Каратуманов Олег Юрійович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2004-05-14,2005-02-03
Каратуманов Олег Юрійович,"Група ""Демократичні ініціативи""",2005-02-03,2005-07-07
Каратуманов Олег Юрійович,Фракція Народної Партії,2005-07-07,2005-12-22
Кармазін Юрій Анатолійович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Кармазін Юрій Анатолійович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Карнаух Микола Васильович,Фракція Соціалістичної партії України (фракція СПУ),2002-05-15,2006-05-25
Карпов Олександр Миколайович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Карпов Олександр Миколайович,Фракція Народно-демократичної партії (НДП),2002-06-20,2003-11-21
Карпов Олександр Миколайович,"Група ""Демократичні ініціативи""",2004-02-06,2004-05-14
Карпов Олександр Миколайович,"Група  ""Демократичні ініціативи Народовладдя""",2004-05-14,2004-09-23
Карпов Олександр Миколайович,"Група ""Демократичні ініціативи""",2004-09-23,2005-09-07
Карпов Олександр Миколайович,Група Народного блоку Литвина,2005-12-06,2006-05-25
Касьянов Сергій Павлович,"Фракція ""Єдина Україна""",2002-05-15,2002-07-22
Касьянов Сергій Павлович,"Група ""Центр""",2004-04-22,2004-06-15
Касьянов Сергій Павлович,Фракція Народної аграрної партії України,2004-06-15,2005-03-01
Касьянов Сергій Павлович,Фракція Народної Партії,2005-03-01,2006-05-25
Катеринчук Микола Дмитрович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Катеринчук Микола Дмитрович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Катушева Зарема Гафарівна,Фракція Комуністичної партії України (фракція комуністів),2002-05-15,2006-05-25
Кафарський Володимир Іванович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Кафарський Володимир Іванович,Фракція Народно-демократичної партії (НДП),2002-06-20,2004-05-14
Кафарський Володимир Іванович,Фракція Народно-демократичної партії та Партії промисловців і підприємців України (НДП та ПППУ),2004-05-14,2004-12-15
Кафарський Володимир Іванович,Фракція Народної аграрної партії України,2004-12-23,2005-03-01
Кафарський Володимир Іванович,Фракція Народної Партії,2005-03-01,2005-12-23
Кафарський Володимир Іванович,"Фракція ""Партії промисловців і підприємців України""",2005-12-23,2006-05-25
Качур Павло Степанович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Качур Павло Степанович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2005-10-06
Келестин Валерій Васильович,Фракція Української Народної Партії,2005-04-05,2005-12-02
Келестин Валерій Васильович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-12-15,2006-05-25
Кеменяш Олександр Михайлович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-06-24,2005-12-16
Кеменяш Олександр Михайлович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-05-25
Кендзьор Ярослав Михайлович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Кендзьор Ярослав Михайлович,Фракція Народного Руху України,2005-09-07,2006-05-25
Кириленко В'ячеслав Анатолійович,"Фракція ""Наша Україна""",2002-05-15,2005-03-03
Кириленко Іван Григорович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Кириленко Іван Григорович,"Фракція ""Аграрники України"" (Аграрники)",2002-06-20,2002-10-22
Кириленко Іван Григорович,Фракція  Аграрної партії України,2002-10-22,2003-03-06
Кириллов Віктор Дмитрович,"Фракція ""Єдина Україна""",2002-05-15,2002-07-05
Кириллов Віктор Дмитрович,"Група ""Народний вибір""",2002-07-05,2004-05-21
Кириллов Віктор Дмитрович,"Група  ""Союз""",2004-05-21,2004-12-03
Кириллов Віктор Дмитрович,Фракція Народної аграрної партії України,2005-01-11,2005-03-01
Кириллов Віктор Дмитрович,Фракція Народної Партії,2005-03-01,2005-12-22
Кирильчук Євген Іванович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2002-05-15,2005-12-16
Кирильчук Євген Іванович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-05-25
Кириченко Людмила Федорівна,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Кириченко Людмила Федорівна,"Фракція ""Регіони України""",2002-06-20,2005-09-08
Кириченко Людмила Федорівна,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Кисельов Олександр Володимирович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2005-04-05,2005-12-21
Кисельов Олександр Володимирович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-12-21,2006-05-25
Ківалов Сергій Васильович,"Фракція ""Єдина Україна""",2002-05-15,2002-07-22
Кіроянц Сергій Георгійович,Фракція Соціалістичної партії України (фракція СПУ),2002-05-15,2002-11-21
Кіроянц Сергій Георгійович,"Група ""Центр""",2004-04-22,2004-12-22
Кіроянц Сергій Георгійович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-14,2005-12-16
Кіроянц Сергій Георгійович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"", Українська  соціал- демократична партія) (фракція Блоку Юлії Тимошенко)",2005-12-16,2006-01-11
Кіссе Антон Іванович,Фракція Соціал-демократичної партії України (об'єднаної) (фракція СДПУ(О)),2004-06-25,2004-11-27
Кіссе Антон Іванович,"Група ""Довіра народу""",2005-10-21,2005-12-21
Кіссе Антон Іванович,"Група ""Відродження""",2005-12-21,2005-12-23
Кіссе Антон Іванович,"Фракція політичної партії ""ВІДРОДЖЕННЯ""",2005-12-23,2006-05-25
Клименко Анатолій Володимирович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Клименко Анатолій Володимирович,"Фракція політичних партій Промисловців і підприємців України та ""Трудова Україна""",2002-06-20,2004-04-21
Клименко Анатолій Володимирович,"Фракція політичної партії ""Трудова Україна""",2004-04-21,2004-12-03
Клименко Анатолій Володимирович,Фракція Соціалістичної партії України (фракція СПУ),2005-02-04,2006-05-25
Климпуш Орест Дмитрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Климпуш Орест Дмитрович,"Група ""Народовладдя""",2002-06-20,2004-03-25
Климпуш Орест Дмитрович,"Група ""Центр""",2004-04-22,2004-06-04
Климпуш Орест Дмитрович,"Група  ""Демократичні ініціативи Народовладдя""",2004-06-04,2004-09-22
Климпуш Орест Дмитрович,"Фракція партії ""Єдина Україна""",2004-09-22,2006-01-12
Климпуш Орест Дмитрович,"Фракція політичної партії ""ВІДРОДЖЕННЯ""",2006-01-12,2006-05-25
Клімов Леонід Михайлович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Клімов Леонід Михайлович,"Фракція ""Регіони України""",2002-06-20,2005-09-08
Клімов Леонід Михайлович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Клюєв Андрій Петрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Клюєв Андрій Петрович,"Фракція ""Регіони України""",2002-06-20,2005-09-08
Клюєв Андрій Петрович,"Фракція Партії регіонів у Верховній Раді України ""Регіони України""",2005-09-08,2006-05-25
Ключковський Юрій Богданович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Ключковський Юрій Богданович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Кобець Ольга Семенівна,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-11-01,2005-12-13
Кобець Ольга Семенівна,Фракція Народного Руху України,2005-12-13,2006-05-25
Коваль Вячеслав Станіславович,"Фракція ""Наша Україна""",2002-05-15,2005-09-07
Коваль Вячеслав Станіславович,Фракція Народного Руху України,2005-09-07,2006-05-25
Козаченко Олексій Олексійович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Козаченко Олексій Олексійович,"Група ""Народовладдя""",2002-06-20,2004-03-25
Козаченко Олексій Олексійович,"Група ""Центр""",2004-04-22,2005-03-18
Козаченко Олексій Олексійович,"Фракція ""Наша Україна""",2005-03-18,2005-09-07
Козаченко Олексій Олексійович,"Фракція політичної партії ""Народний Союз Наша Україна""",2005-09-07,2006-05-25
Козловський Анатолій Михайлович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Козловський Анатолій Михайлович,"Фракція ""Аграрники України"" (Аграрники)",2002-06-20,2002-10-22
Козловський Анатолій Михайлович,Фракція  Аграрної партії України,2002-10-22,2004-06-15
Козловський Анатолій Михайлович,Фракція Народної аграрної партії України,2004-06-15,2005-03-01
Козловський Анатолій Михайлович,Фракція Народної Партії,2005-03-01,2005-09-07
Козловський Анатолій Михайлович,"Фракція Блоку Юлії Тимошенко (політичних партій  ""Всеукраїнське об""єднання ""Батьківщина"",  Українська республіканська партія ""Собор"",  Українська  соціал-демократична партія) (фракція Блоку Юлії Тимошенко)",2005-09-07,2005-09-23
Козловський Анатолій Михайлович,"Група ""Довіра народу""",2005-10-21,2005-12-21
Козловський Анатолій Михайлович,"Група ""Відродження""",2005-12-21,2005-12-23
Козловський Анатолій Михайлович,"Фракція політичної партії ""ВІДРОДЖЕННЯ""",2005-12-23,2006-05-25
Колісник Микола Дмитрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Колісник Микола Дмитрович,"Група ""Демократичні ініціативи""",2002-06-20,2004-05-14
Колісник Микола Дмитрович,"Група  ""Демократичні ініціативи Народовладдя""",2004-05-14,2004-09-22
Колісник Микола Дмитрович,"Фракція партії ""Єдина Україна""",2004-09-22,2005-10-21
Колісник Микола Дмитрович,"Група ""Довіра народу""",2005-10-21,2005-12-21
Колісник Микола Дмитрович,"Група ""Відродження""",2005-12-21,2005-12-23
Колісник Микола Дмитрович,"Фракція політичної партії ""ВІДРОДЖЕННЯ""",2005-12-23,2006-05-25
Колоніарі Олександр Петрович,"Фракція ""Єдина Україна""",2002-05-15,2002-06-20
Колоніарі Олександр Петрович,"Фракція ""Регіони України""",2002-06-20,2005-01-12
